"","Year","Month","SPI_1","SPI_3","SPI_6","SPI_12"
"77",1907,5,1.16938320236384,1.4878092465851,1.63453297267856,1.78684507340558
"78",1907,6,-1.26937999184942,1.84404943312058,1.45631060833686,1.68598548704731
"79",1907,7,-1.70154689839914,-0.215463649986264,1.26207262284554,1.67446708659606
"80",1907,8,-2.10984031845608,-2.72813503354169,0.706334912082643,1.63528726391191
"81",1907,9,0.50112847232792,-1.04946113579057,0.936251201104634,1.5981847494517
"82",1907,10,0.163065546527751,-0.278208468002777,-0.391343671911573,1.29844041627685
"83",1907,11,0.143666293896179,0.276096632848634,-0.73071367756301,1.15415648445389
"84",1907,12,0.515421852254735,0.354364797694863,-0.149729567758776,1.08944117163143
"85",1908,1,-0.845733975625985,-0.216771717531076,-0.377491786897786,0.61609917442049
"86",1908,2,-0.83953463571382,-0.663555528302824,-0.449414207060298,-0.0150494383877551
"87",1908,3,-0.588901105868613,-1.19404604342425,-0.736989213981038,-0.260867289399101
"88",1908,4,-0.0279285625822522,-0.961321733906835,-0.728567974150493,-0.885026665005729
"89",1908,5,-1.70852268894864,-0.939120103613758,-1.01785487890263,-1.26245665512022
"90",1908,6,0.33502942103948,-0.695387753172823,-1.33752305261825,-1.09364554188444
"91",1908,7,0.437519918402131,-0.682826757698602,-1.11861679785982,-0.915330576673929
"92",1908,8,0.66071024846572,0.611301986508909,-0.627207298443525,-0.664872363366133
"93",1908,9,0.431073034626676,0.63782219591296,-0.133501951860629,-0.672139937071534
"94",1908,10,0.756737754909814,0.821657855835447,0.29434985827607,-0.527077644637941
"95",1908,11,-0.4407206547601,0.201268936114662,0.402190788917003,-0.683250586585854
"96",1908,12,-0.537437434044041,-0.293788285710936,0.0186833285240815,-1.04714927170865
"97",1909,1,1.48321575479881,0.476374968203214,0.74744950034136,-0.196223431539461
"98",1909,2,1.75438919924664,1.50158870950704,1.33468596512838,0.81975093080058
"99",1909,3,0.920439366349599,1.94912354594351,1.47369817662667,1.27501442821714
"100",1909,4,0.531643515591799,1.71608263242488,1.34302286436254,1.34587958446459
"101",1909,5,1.71684201412163,1.34549755214174,1.77265049933429,1.72111486495319
"102",1909,6,-1.76523834173618,0.869539953332178,1.99748877696065,1.56371242971599
"103",1909,7,-0.875951381640796,0.435078361162413,1.65553058533395,1.45680573889189
"104",1909,8,0.444071659237141,-0.915071073161211,0.963578459394064,1.43921099608702
"105",1909,9,0.693434222166987,0.29919293465759,0.77629552001298,1.48240213638817
"106",1909,10,-0.949517407418752,-0.0653670442203416,0.134124186928634,1.20328385376776
"107",1909,11,-0.325079232142801,-0.451717234651064,-0.808904985067935,1.2570839058927
"108",1909,12,1.3690570989504,0.301237182931228,0.336220650626557,1.79531264018941
"109",1910,1,0.437221800481162,0.725310530145158,0.558534831688997,1.53822825950908
"110",1910,2,0.958676913209336,1.21758288115324,0.815964377945084,1.17252833163848
"111",1910,3,0.149159682005375,0.684139918421559,0.661930952915241,0.886348570044063
"112",1910,4,-1.79540598564277,0.0790806240168079,0.481114850623654,0.459534985805662
"113",1910,5,0.467827120307938,-0.499973285650274,0.656950505500452,0.211677049822512
"114",1910,6,0.585477906711829,-0.743491786047158,0.320869373943972,0.383018657115038
"115",1910,7,0.172501471525821,0.521471083543858,0.213403954184148,0.456184406390484
"116",1910,8,-0.691389313609812,-0.113237133542525,-0.575335549360878,0.344120855906982
"117",1910,9,0.297926786069328,-0.185225124338202,-0.724857669439245,0.277837185586236
"118",1910,10,1.61392185177223,0.89819556208853,0.935868763668735,0.737518155849097
"119",1910,11,-0.971002671766262,0.393627413732073,0.230698208761872,0.636640306734894
"120",1910,12,-0.0681315821076226,0.184952389764095,0.0319022078015839,0.232788465567668
"121",1911,1,0.438727163246493,-0.239030744132908,0.188827931542595,0.235856179461963
"122",1911,2,-0.71671954578469,-0.217411935145408,-0.0367328291898114,-0.385986873340301
"123",1911,3,1.08554548002018,0.370625053400615,0.347653995652118,-0.00618139668586379
"124",1911,4,0.371398215188182,0.330518113297207,0.0312344489826524,0.371207306668218
"125",1911,5,1.76125241481467,1.40501783765449,0.622403805715867,0.604929622122572
"126",1911,6,0.190881205522537,1.18787788495776,0.750641030946661,0.557800039674257
"127",1911,7,1.2431392355156,1.8281076412012,0.927721362923293,0.66232191253086
"128",1911,8,0.633076890307519,0.935537860368485,1.64739855515406,0.800310537836385
"129",1911,9,0.270961226073132,0.862299068580864,1.35062795514672,0.79866333002654
"130",1911,10,0.681414046500213,0.679566145953328,1.50473942830593,0.593838998755657
"131",1911,11,0.366740960884599,0.58799012088015,0.864120459769245,0.880324961409207
"132",1911,12,-1.90396870792437,-0.503349036868917,-0.0287058920642721,0.552686087427741
"133",1912,1,-0.432308532246897,-0.936698630786338,-0.492040686863397,0.283917634985895
"134",1912,2,0.70793103699948,-0.544239025544584,-0.194481425568403,0.766625040391163
"135",1912,3,-0.981004116345244,-0.321225427335474,-0.566892688422126,0.0884044211775957
"136",1912,4,0.881618205079864,0.238367983296841,-0.432649818344942,0.220454430407783
"137",1912,5,-0.0184162673695774,-0.2314847181695,-0.557963780171682,-0.108554490964197
"138",1912,6,1.00967089936874,0.888460219628486,0.0534341784860776,-0.0130986439630299
"139",1912,7,-0.325496032206408,0.2240647809885,0.250752927169509,-0.172364400028142
"140",1912,8,-0.779338179013908,-0.11315797768769,-0.325126186663555,-0.328968049286246
"141",1912,9,-0.474553261238721,-1.0139647320053,0.10919452793899,-0.438434116833945
"142",1912,10,-2.19548688750781,-2.01076280788751,-1.35210293168269,-0.870860479266346
"143",1912,11,-1.92043104723737,-2.74895416559466,-2.18416106125118,-1.4013824241284
"144",1912,12,0.55447138952311,-1.41289059158004,-1.64949876803976,-0.857594539526813
"145",1913,1,-0.606061929227933,-0.847775231459782,-1.67794675441879,-1.01322984749479
"146",1913,2,0.923411586119088,0.386984792711715,-0.783180942815161,-0.889228471873832
"147",1913,3,0.752461083914584,0.500246659044869,-0.308043503949001,-0.271430629494961
"148",1913,4,-0.11720370403395,0.850228071878386,0.0291303012851805,-0.515057686680176
"149",1913,5,-0.785397503237909,0.178142342558201,0.339161222186437,-0.590375670074506
"150",1913,6,0.49883330371218,-0.402140290843716,0.261752720289865,-0.640456434779251
"151",1913,7,0.154909173260257,-0.321288081027025,0.638348803838886,-0.588979805915947
"152",1913,8,0.579120465854116,0.513505507389798,0.320116363786153,-0.438081196810123
"153",1913,9,1.2198914273766,1.08513774874,0.374936196301103,-0.124131571896964
"154",1913,10,0.912156896969775,1.33873051600849,0.90392395909942,0.34594756233781
"155",1913,11,-0.797420445220753,0.532586024810382,0.620763272556824,0.532361645702952
"156",1913,12,-2.29256354484829,-1.2082605211377,-0.429067856197018,-0.0632783812968945
"157",1914,1,-0.771610513621546,-1.87873725713706,-0.794585983568443,-0.137567600108366
"158",1914,2,-0.0142030833301852,-1.29253641547603,-0.785714202080573,-0.516550011851807
"159",1914,3,-0.449778662671352,-0.669056612719698,-1.21202559349411,-0.938460585572071
"160",1914,4,-0.125375703252974,-0.432552282026258,-1.4051908574331,-0.901492656925595
"161",1914,5,0.497348550847744,-0.29542051256022,-1.11750083573929,-0.683939693742012
"162",1914,6,0.873824616619474,0.333279559436665,-0.472449402091429,-0.623667726778115
"163",1914,7,-0.251054091148813,0.527119874787479,-0.224932735058542,-0.652508873574622
"164",1914,8,1.122987003481,0.904576432659588,0.0725336650658782,-0.569079643873263
"165",1914,9,-1.03746671480288,-0.171733225413712,0.0884153666968655,-0.957110234430515
"166",1914,10,0.0546273845705448,-0.0395258990823821,0.206299358106264,-1.11606456679458
"167",1914,11,1.18381632098898,0.405902003215361,0.705945182885821,-0.608930400360705
"168",1914,12,1.00061979426032,1.20086171777873,0.901792430271892,0.127597211800807
"169",1915,1,1.20742635621712,1.58810848166699,1.3622668836001,0.837701252643403
"170",1915,2,0.635484256391018,1.28055110419283,1.22591364712565,1.05584178068846
"171",1915,3,-2.13935422014509,0.163632691323017,0.740506088399655,0.67303873245991
"172",1915,4,-0.754741912003137,-0.958930082182312,0.532487233166011,0.536101496609664
"173",1915,5,0.129500044491409,-1.72946512550626,0.22295567766161,0.468138789584774
"174",1915,6,0.377858059291002,-0.474843416346888,-0.0662537624064985,0.409267229118541
"175",1915,7,1.46791865612576,0.849992777348632,-0.533002119779794,0.579112443946341
"176",1915,8,-1.05993067567775,0.374635176140082,-1.40697347200069,0.348050440234593
"177",1915,9,-0.229718948134916,-0.020167502891711,-0.426165805020778,0.44409983167822
"178",1915,10,0.722827269942158,-0.106376828397496,0.34602029055209,0.561939775769283
"179",1915,11,0.00134129026827675,0.161001238403926,0.257735323576473,0.27338730131632
"180",1915,12,-0.183911492032203,0.114134662184357,0.0425519782143904,-0.0707675918575338
"181",1916,1,-0.594267711516052,-0.51312773302842,-0.553670849725221,-0.822427361860188
"182",1916,2,-1.78555602172115,-1.28698595940958,-0.987046346630918,-1.64617870771042
"183",1916,3,0.286422198253107,-0.986825080555937,-0.732800592812638,-0.883433062720606
"184",1916,4,-0.20600808646526,-0.939762474566377,-0.909976338519371,-0.734220109269511
"185",1916,5,0.728690838297683,0.237435331350638,-0.792813143638628,-0.602853321050197
"186",1916,6,-1.03161143259605,-0.187089440723776,-0.955931452422367,-0.714625960875873
"187",1916,7,-0.57780823891996,-0.239181768426701,-0.944642341757016,-0.931955464669906
"188",1916,8,-0.486593585546598,-1.20183781137101,-0.259699112626826,-0.885071569600583
"189",1916,9,-1.13168240930965,-1.40551560392071,-0.994262056908199,-0.995028368005526
"190",1916,10,-0.167379763790025,-0.980987387271495,-0.942198501270882,-1.15227359913289
"191",1916,11,-0.618920106622561,-1.10080284999755,-1.47207978014416,-1.33937251330211
"192",1916,12,1.05593724763688,0.20747374938273,-0.398101320792064,-1.01562925938051
"193",1917,1,0.174346975987977,0.300428860002151,-0.206452763355767,-0.838774404628931
"194",1917,2,0.93371066096898,0.945429423350509,0.316892617594482,0.0862119160255328
"195",1917,3,0.680332437637465,0.790272223532542,0.701973035790672,0.233587254519267
"196",1917,4,0.488860055403505,1.03209498543965,0.796669940708216,0.382350921015755
"197",1917,5,-0.361637052187595,0.499428364645782,0.920156430489223,0.217438617187386
"198",1917,6,1.7667181260902,0.76765893099497,0.93742100832316,0.496923189985978
"199",1917,7,1.99342446286201,1.59581864408578,1.42800437093117,0.757349150669643
"200",1917,8,1.69676788463034,2.64414536440365,1.62891051921381,1.03502150393511
"201",1917,9,0.505115802974771,1.9167118199653,1.72886211090631,1.23633019991977
"202",1917,10,0.607610588567412,1.25258411327973,1.79492766935384,1.3400186451061
"203",1917,11,1.37157941735246,1.35671816545379,2.33559376060435,1.8098617464578
"204",1917,12,0.649253055957222,1.31444477577079,1.9131426875653,1.78747521187475
"205",1918,1,0.648673669159116,1.19574003998177,1.57449456181821,2.08716218982906
"206",1918,2,0.843761783794748,0.951443581559248,1.38287872161547,2.02071903841115
"207",1918,3,1.91462880027657,1.58498090559015,1.91366455822385,2.42032899669297
"208",1918,4,-2.46668735427319,1.04745893778982,1.35046363104355,1.9404051446914
"209",1918,5,0.391464946375796,0.789342147721047,1.07536976654232,1.96528363390603
"210",1918,6,-0.0810729176405607,-1.36666421202538,1.00317694324902,1.74962435395745
"211",1918,7,1.23804892296271,0.695694732340944,1.12819030772297,1.6413948400763
"212",1918,8,1.15749095384628,1.15466368789547,1.16021694098516,1.56950545129894
"213",1918,9,1.14037885920697,1.69819775892091,0.278968443736638,1.67967232227856
"214",1918,10,0.473425425885094,1.27450760830178,1.33052078935913,1.62688324295307
"215",1918,11,-0.696182400813469,0.291496744645366,0.743033889104511,1.21644581305084
"216",1918,12,0.110841837253319,-0.18285545903282,0.664826868811309,1.13028656911968
"217",1919,1,-0.756085302428786,-0.753503586982838,-0.00935316871895863,0.758827136218194
"218",1919,2,-0.880246980335439,-0.842639006882001,-0.580196242831628,0.161153296815994
"219",1919,3,0.0617739304473002,-0.833970739133638,-0.790785212034722,-0.621063115884307
"220",1919,4,0.213755670898712,-0.485399733327438,-0.788936004842043,-0.169201423127628
"221",1919,5,-1.35808757692917,-0.289605510983921,-0.802396800281625,-0.368197614504019
"222",1919,6,-0.910513209539081,-0.809480702356152,-1.07015616341504,-0.426354414107149
"223",1919,7,-0.671666861552904,-1.83001926747921,-1.0173981692863,-0.614226438685497
"224",1919,8,-0.20166505125917,-1.00726711172401,-0.723429957900137,-0.809513827885038
"225",1919,9,-0.236078023310988,-0.694883510566142,-1.09422022813446,-1.07924772381722
"226",1919,10,-1.86239350683373,-1.42701137419763,-2.1541852311075,-1.44454450593609
"227",1919,11,0.407759047192704,-0.749021846005027,-1.09681800515541,-1.19223078794623
"228",1919,12,-2.03839571949379,-1.60549385728034,-1.6643210356173,-1.81694078574812
"229",1920,1,0.712646312392526,-0.216390679274946,-0.862476728062925,-1.38131149680977
"230",1920,2,1.63297476186613,0.6269246977914,0.164241350495978,-0.284116400878036
"231",1920,3,0.729168374301306,1.43549167992922,0.46811526607551,-0.025221215560513
"232",1920,4,-1.53549217986759,0.959213323697138,0.451084452951555,-0.33972755480341
"233",1920,5,-0.114361154638695,-0.170644107664559,0.344296769186084,-0.191185017791344
"234",1920,6,0.279072541758595,-1.11685406149018,0.922251827712396,-0.0854282136592976
"235",1920,7,0.121405284331566,-0.0556473475593036,0.815476109903038,-0.0208857698336483
"236",1920,8,-0.00719042105284321,0.0386274238206412,-0.205113674246755,0.000187938259691935
"237",1920,9,0.317952779804365,0.100294170707009,-0.788732026040371,0.090855680782057
"238",1920,10,0.725098821847963,0.488891223732839,0.308451061972606,0.477874978729725
"239",1920,11,-1.02363114687938,-0.200384521538245,-0.188585753789839,0.188545477085909
"240",1920,12,-0.2517008432043,-0.427621089382598,-0.346219047526288,0.53370506616748
"241",1921,1,-1.36684976975281,-1.39903722218941,-0.962944129846431,-0.111152553008755
"242",1921,2,1.13468747152963,-0.09996609249115,-0.227314337362263,-0.354051067362047
"243",1921,3,1.73039112751403,0.898781747190051,0.486958461665636,0.101854477790734
"244",1921,4,0.808108994509914,1.89504489282221,0.505453016653073,0.550248017486334
"245",1921,5,0.231828882937526,1.55442735885318,0.790974574566948,0.581607161245823
"246",1921,6,1.08547190769005,0.963143720188887,1.10633149319864,0.659123775597195
"247",1921,7,-0.292689916458911,0.445164718240779,1.82370904605384,0.620271395507839
"248",1921,8,-0.824382084351424,-0.0686912513997334,1.43438348315403,0.551831485616669
"249",1921,9,0.0391854939658598,-0.631284280222153,0.355703313878637,0.511839276485503
"250",1921,10,-0.485873066361001,-0.718077233771448,-0.340431714241436,0.299692188088335
"251",1921,11,1.46281188033826,0.749961052605334,0.547375119948703,0.886861673111563
"252",1921,12,1.22735976794477,1.33243687891771,0.854074849499998,1.31688564159018
"253",1922,1,-0.298520357352821,1.04064433762176,0.589043526190551,1.68528415684543
"254",1922,2,-1.52112041948108,-0.297242866103843,0.0814883093167814,0.849269844715292
"255",1922,3,-1.22310055437277,-1.50428909616291,-0.32312459440849,-0.175817104581836
"256",1922,4,-1.62467024932502,-2.37438072773664,-0.511969166711325,-0.662611088689718
"257",1922,5,0.600009043498145,-1.35291624687019,-0.93365845070022,-0.573868869504401
"258",1922,6,1.09907475917558,-0.342058653050049,-1.44958060727905,-0.559346018140196
"259",1922,7,-0.355486569631459,0.688128735172437,-1.70660810654225,-0.557025271560035
"260",1922,8,1.36627669058559,1.15458270042386,-0.673814089267219,-0.277379019530606
"261",1922,9,-0.487763906737912,0.238094128149482,-0.164287449174185,-0.348843937412962
"262",1922,10,0.251796525853707,0.419530575049027,0.647367687991812,-0.205123332698019
"263",1922,11,1.34790725836021,0.793883161540111,1.13270579871273,-0.24817533529588
"264",1922,12,-0.866495047689777,0.382515512473524,0.376135689612484,-0.900713055487265
"265",1923,1,1.40435414537782,1.06349727091761,1.0736744844861,-0.261676645850397
"266",1923,2,1.10243423158105,0.98499291772927,1.14484826593102,0.624201744770856
"267",1923,3,-0.592391162483592,0.980834096018756,0.947115832821026,0.767284270859406
"268",1923,4,0.105298251479264,0.349058269019271,0.856361893099911,1.01406724148799
"269",1923,5,0.65730829394117,-0.209599097804191,0.603419314875846,0.992518635214062
"270",1923,6,0.862412662611708,0.570059119247641,1.03004620121652,0.950621581432578
"271",1923,7,1.02211185563781,1.17177669115308,0.684842681057514,1.06159200642973
"272",1923,8,-0.804517259742325,0.447466837712227,-0.0637076431454473,0.824573253916134
"273",1923,9,-1.83372524138867,-1.00346456814844,-0.158224719138173,0.710439888257848
"274",1923,10,-1.41575253433833,-2.26097609460615,-0.810605519821449,0.465123488174295
"275",1923,11,-0.163634724948148,-1.60573630587963,-1.05002890405098,0.0834481652866635
"276",1923,12,-0.859941166237318,-1.25330538064812,-1.5122971675984,0.0736649572897648
"277",1924,1,-0.627760896034653,-0.920878811218006,-1.83907745402946,-0.765744292490917
"278",1924,2,-0.510536884681668,-1.02417411795288,-1.65132622496697,-1.43775495305222
"279",1924,3,1.17504865266987,0.0199299816978569,-0.655973314673858,-0.698890236123219
"280",1924,4,-1.27584278844675,-0.0521140722873926,-0.614124228395683,-0.943774776175324
"281",1924,5,-0.564798389872824,0.153159688608684,-0.670910540501156,-1.09956447657688
"282",1924,6,-0.794627752640619,-1.65119084558819,-0.566485253780885,-1.25333165620578
"283",1924,7,-1.21862364516864,-1.47510918904332,-0.517182950552417,-1.45814995063473
"284",1924,8,0.175371942445368,-0.900631880100089,-0.246887718723109,-1.35235378450047
"285",1924,9,0.940434145152146,0.288912839475505,-0.989252444206836,-0.929068232182959
"286",1924,10,-0.627971521318597,0.152371934395299,-0.63445179675249,-0.785023028214593
"287",1924,11,0.664053297464591,0.509927317940457,0.0223317437580767,-0.584190832317158
"288",1924,12,1.53998317439018,1.03212090538665,0.9384454766761,0.081976492816261
"289",1925,1,-0.336789349965176,0.815724141414921,0.73417917428052,0.161976725054625
"290",1925,2,0.345314544016263,0.644132490942169,0.72680189601391,0.453301192622815
"291",1925,3,2.62274210876189,1.39062251262066,1.61125013395102,1.11495701466541
"292",1925,4,1.55570219138903,2.36430534295646,1.96476472050624,1.65145540907726
"293",1925,5,1.12074427084409,2.77030612184271,2.03074638672965,1.81678254497052
"294",1925,6,1.63211215458662,2.14105039534774,1.99931375867804,1.99838769922216
"295",1925,7,0.65793760606285,1.71842993071898,2.64057786236194,2.09714279210494
"296",1925,8,-1.09161255948503,0.623690998880106,2.88478323481502,2.01256825536724
"297",1925,9,1.33426491633089,0.757204799368957,2.04166725090617,2.08373431145315
"298",1925,10,-0.910781150666021,-0.0862858644271637,0.900687195142723,2.01127974427335
"299",1925,11,-0.628274920433539,-0.208655078665385,0.0878180726373453,1.81394743822788
"300",1925,12,-0.854433756491513,-1.34224818674525,-0.713291981478354,1.30636141742149
"301",1926,1,-0.942948491613788,-1.31197731918937,-1.21263553134881,1.24215741432595
"302",1926,2,-1.03789692768603,-1.45425918654755,-1.31279021492929,0.812387607050977
"303",1926,3,-0.145463843867453,-1.10208913153663,-1.63121043463548,-0.388953631038023
"304",1926,4,-1.45792002962646,-1.33209357379394,-1.65002010511729,-1.10854456555348
"305",1926,5,0.293720466035263,-0.690199003620973,-1.4570309008611,-1.23068429639278
"306",1926,6,0.213037015246212,-0.854681043023638,-1.32054104495951,-1.4052105775181
"307",1926,7,0.0653414305250906,0.16932238542459,-1.1205859601968,-1.45629153068781
"308",1926,8,-1.5285406764605,-0.713193408839441,-1.00161282522302,-1.49443873445216
"309",1926,9,0.655756860991701,-0.192942382151957,-0.808635872734981,-1.65996960904842
"310",1926,10,-0.0970308783662232,-0.244377871489004,-0.152721317856878,-1.46589449993898
"311",1926,11,0.170838744222422,0.245926122095714,-0.136038477526544,-1.29740125923278
"312",1926,12,-0.363573303172305,-0.260054915321286,-0.341514669123413,-1.25618621705412
"313",1927,1,-0.953575645426351,-0.701801856873222,-0.782735004672353,-1.39132336763527
"314",1927,2,-0.618719990304565,-1.02973587773279,-0.747394774998853,-1.22690715474932
"315",1927,3,0.579986559672668,-0.511159382710206,-0.586918397644141,-0.908890080811954
"316",1927,4,-0.820198390760732,-0.406026438421465,-0.708351261518256,-0.767733731920615
"317",1927,5,-0.942482882180819,-0.273829772919005,-0.924391776198397,-0.903710988437029
"318",1927,6,-2.03288786236196,-1.85236480580355,-1.12291312115456,-1.05300670340443
"319",1927,7,0.401407721182404,-1.35361101345816,-0.817695067272978,-1.004657288131
"320",1927,8,0.259127096949993,-0.501621594087392,-0.520740676403779,-0.838523869237965
"321",1927,9,-1.58996602053524,-0.710162261577802,-1.84243015957537,-1.15689663781699
"322",1927,10,0.745281039804896,-0.158527448894832,-0.85469062821075,-0.945710988865667
"323",1927,11,-1.45195047391693,-1.15194743991843,-1.20315454416432,-1.34313172398919
"324",1927,12,0.113005375610036,-0.37323991371544,-0.652182377587083,-1.29220933741446
"325",1928,1,0.89629973982375,0.00273535528678255,-0.129111489647561,-0.696959742183132
"326",1928,2,-0.664332104102289,0.149930740396689,-0.42703383853588,-0.695351885357978
"327",1928,3,1.0013604077743,0.582245197897748,0.242567083352602,-0.494291961413007
"328",1928,4,-0.580895696461127,-0.0563509819307466,-0.0600278546375615,-0.428717370473691
"329",1928,5,-1.79013906575618,0.0143959943806249,0.0786249225127318,-0.479741299247559
"330",1928,6,-0.718125221628884,-1.60750159122319,-0.021171884983818,-0.393087971742406
"331",1928,7,-1.73100064615692,-2.44627450202517,-0.742812378126217,-0.540164181558705
"332",1928,8,0.220694850206777,-0.986545896714004,-0.414467667267245,-0.547089237465358
