Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
South Africa,ZAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,11.00965759,10.57660626,10.38478681,9.001349528,8.757411067,9.053824363,9.968499136,8.37484726,7.817453696,6.757373062,7.336863096,7.211597028,6.866699459,8.236705318,7.269566451,6.384115115,6.625364225,6.293826735,5.58519953,5.836479544,6.045897617,5.259943866,4.106171065,4.434550936,4.775357696,4.570643403,5.148636734,5.319321012,4.901704104,4.207097009,4.170112054,3.512690144,3.830397098,4.214955475,3.537162821,3.860002427,3.692557569,3.448135515,3.237963805,2.994745986,3.216383213,3.384390416,3.052348605,2.763467723,2.389623573,2.331412417,2.643372701,2.859484952,2.713427607,2.387372914,2.285472538,2.169477737,2.097756311,2.174706761,2.088751184,2.22405748,2.361236373,2.176019651,1.884542463
